1 , 26.84
2 , 23.51
3 , 19.39
4 , 19.31
5 , 19.3
6 , 19.27
7 , 19.29
8 , 19.29
9 , 19.3
10 , 19.27
11 , 19.26
12 , 19.27
13 , 19.35
14 , 19.26
15 , 19.28
16 , 19.27
17 , 19.27
18 , 19.26
19 , 19.26
20 , 19.27
21 , 19.28
22 , 19.26
23 , 19.35
24 , 19.27
25 , 19.28
26 , 19.28
27 , 19.28
28 , 19.24
29 , 19.27
30 , 19.25
31 , 19.29
32 , 19.36
33 , 19.26
34 , 19.27
35 , 19.26
36 , 19.28
37 , 19.26
38 , 19.27
39 , 19.26
40 , 19.28
41 , 19.27
42 , 19.33
43 , 19.27
44 , 19.27
45 , 19.24
46 , 19.27
47 , 19.26
48 , 20.48
49 , 19.79
50 , 19.32
51 , 19.73
52 , 19.52
53 , 19.5
54 , 19.51
55 , 19.52
56 , 19.52
57 , 19.49
58 , 19.53
59 , 19.5
60 , 19.52
61 , 19.54
62 , 19.49
63 , 19.51
64 , 19.54
65 , 19.45
66 , 19.53
67 , 19.5
68 , 19.51
69 , 19.39
70 , 19.49
71 , 19.53
72 , 19.54
73 , 20.54
74 , 19.54
75 , 19.52
76 , 19.54
77 , 19.52
78 , 19.5
79 , 19.79
80 , 19.62
81 , 19.42
82 , 19.52
83 , 19.5
84 , 19.51
85 , 19.49
86 , 19.48
87 , 19.47
88 , 19.44
89 , 19.5
90 , 19.49
91 , 19.48
92 , 19.44
93 , 19.44
94 , 19.5
95 , 19.52
96 , 19.49
97 , 19.51
98 , 19.5
99 , 19.59
100 , 19.46
101 , 19.39
102 , 19.43
103 , 19.34
104 , 19.3
105 , 19.01
106 , 18.58
107 , 18.54
108 , 18.54
109 , 18.6
110 , 18.53
111 , 18.52
112 , 18.53
113 , 18.54
114 , 18.54
115 , 18.54
116 , 18.52
117 , 18.52
118 , 18.56
119 , 18.6
120 , 18.51
121 , 18.55
122 , 18.52
123 , 18.54
124 , 18.53
125 , 18.52
126 , 18.5
127 , 18.51
128 , 18.54
129 , 18.6
130 , 18.49
131 , 18.5
132 , 18.48
133 , 18.53
134 , 18.52
135 , 18.52
136 , 18.52
137 , 18.67
138 , 18.58
139 , 18.58
140 , 18.5
141 , 18.5
142 , 18.5
143 , 18.54
144 , 18.54
145 , 18.52
146 , 18.55
147 , 18.54
148 , 18.52
149 , 18.59
150 , 18.55
151 , 19.56
152 , 19.58
153 , 19.6
154 , 19.61
155 , 19.4
156 , 19.31
157 , 19.32
158 , 19.29
159 , 19.43
160 , 18.57
161 , 18.59
162 , 18.57
163 , 18.55
164 , 18.56
165 , 18.56
166 , 18.57
167 , 18.57
168 , 18.66
169 , 18.58
170 , 18.54
171 , 18.6
172 , 18.56
173 , 18.57
174 , 18.57
175 , 18.57
176 , 18.56
177 , 18.79
178 , 18.64
179 , 18.61
180 , 18.59
181 , 18.59
182 , 18.59
183 , 18.58
184 , 18.59
185 , 18.58
186 , 18.55
187 , 18.56
188 , 18.64
189 , 18.55
190 , 18.59
191 , 18.55
192 , 18.58
193 , 18.57
194 , 18.55
195 , 18.59
196 , 18.57
197 , 18.56
198 , 18.64
199 , 18.55
200 , 18.56
201 , 16.24
202 , 16.24
203 , 16.27
204 , 16.24
205 , 16.24
206 , 16.24
207 , 16.26
208 , 16.21
209 , 16.47
210 , 16.44
211 , 16.45
212 , 16.47
213 , 15.05
214 , 14.92
215 , 14.58
216 , 14.54
217 , 14.54
218 , 14.54
219 , 14.54
220 , 14.53
221 , 14.54
222 , 14.6
223 , 14.51
224 , 14.54
225 , 14.55
226 , 14.53
227 , 14.54
228 , 14.53
229 , 14.51
230 , 14.51
231 , 14.49
232 , 14.49
233 , 14.5
234 , 14.55
235 , 14.5
236 , 14.52
237 , 14.51
238 , 14.5
239 , 14.51
240 , 14.49
241 , 14.51
242 , 14.49
243 , 14.51
244 , 14.5
245 , 14.52
246 , 14.52
247 , 14.6
248 , 14.52
249 , 14.52
250 , 14.52
251 , 20.96
252 , 19.89
253 , 19.56
254 , 19.62
255 , 19.56
256 , 19.57
257 , 19.59
258 , 19.5
259 , 19.55
260 , 19.55
261 , 19.49
262 , 19.51
263 , 19.56
264 , 19.28
265 , 19.29
266 , 19.28
267 , 19.34
268 , 19.28
269 , 19.32
270 , 18.94
271 , 18.56
272 , 18.56
273 , 18.56
274 , 18.54
275 , 18.56
276 , 18.56
277 , 18.64
278 , 18.55
279 , 18.57
280 , 18.54
281 , 18.53
282 , 18.53
283 , 18.55
284 , 18.56
285 , 18.76
